"","COD_DPTO","COD_MUNIC","MUNICIPIO","tasa_nat","tasa_def","tasa_vio","tasa_bps","tot"
"1","08","001","BARRANQUILLA",21.4209987612228,19.5261001247105,204.249394922616,108.913361131901,1310163
"2","08","078","BARANOA",15.3747223196539,10.4562737642586,83.3041038232199,109.41960038059,68424
"3","08","137","CAMPO DE LA CRUZ",1.26036753943731,32.258064516129,48.7884208814441,32.258064516129,24596
"4","08","141","CANDELARIA",1.72117039586919,33.3333333333333,74.584050487665,100,17430
"5","08","296","GALAPA",0.430867976109114,34.4827586206897,120.345882982201,34.4827586206897,67306
"6","08","372","JUAN DE ACOSTA",0.907872551986512,0,51.8784315420864,47.6190476190476,23131
"7","08","421","LURUACO",0.881201044386423,0,133.812010443864,0,30640
"8","08","433","MALAMBO",0.346912478937457,81.6326530612245,61.5946646276709,104.166666666667,141246
"9","08","436","MANATI",1.67535368577811,0,74.4601638123604,85.7142857142857,21488
"10","08","520","PALMAR DE VARELA",0.0944762864521005,333.333333333333,56.6857718712603,333.333333333333,31754
"11","08","549","PIOJO",0.555015956708755,0,41.6261967531567,250,7207
"12","08","558","POLONUEVO",0.403225806451613,0,45.3629032258065,0,19840
"13","08","560","PONEDERA",0.64925145126795,58.8235294117647,106.935533150015,117.647058823529,26184
"14","08","573","PUERTO COLOMBIA",21.3782834874359,40.4127257093723,132.350508262716,90.595340811044,54401
"15","08","606","REPELON",2.00049134875233,0,45.6252412873337,35.0877192982456,28493
"16","08","634","SABANAGRANDE",0.813920853213584,0,67.3589671625035,34.4827586206897,35630
"17","08","638","SABANALARGA",27.4322013193257,9.97506234413965,127.04617639873,87.7005347593583,102325
"18","08","675","SANTA LUCIA",1.07997499005286,0,11.3681577900301,0,17593
"19","08","685","SANTO TOMAS",0.427912094629703,71.4285714285714,58.073784271174,0,32717
"20","08","758","SOLEDAD",5.75303644934966,15.5884645362432,129.887988425172,89.1372141372141,669038
"21","08","770","SUAN",1.08033027239756,0,30.8665792113589,0,12959
"22","08","832","TUBARA",0.0527565286204168,0,105.513057240834,0,18955
"23","08","849","USIACURI",0.446495014139009,0,29.7663342759339,0,13438
